user_id,assigned_perk,life_total_trips,assignment_reason
545344,No Change Fees,1,tier_1_single_trip_high_cancel
545345,Exclusive Discounts,1,tier_1_single_trip_default
545360,Exclusive Discounts,2,tier_2_two_trip_default
545375,Exclusive Discounts,2,tier_2_two_trip_default
545399,Exclusive Discounts,1,tier_1_single_trip_default
545404,Premium Travel Benefits,5,tier3_high_value_loyal
545446,Premium Travel Benefits,3,tier3_high_value_loyal
545465,Exclusive Discounts,1,tier_1_single_trip_default
545510,Free Hotel Meals,3,tier3_high_hotel_discount
545518,Free Checked Bags,3,tier3_near_exclusive_intl
545551,Exclusive Discounts,4,tier3_high_flight_discount
545577,Premium Travel Benefits,5,tier3_high_value_loyal
545629,Premium Travel Benefits,5,tier3_high_value_loyal
545633,Exclusive Discounts,3,tier3_high_flight_discount
545634,Premium Travel Benefits,3,tier3_high_value_loyal
545652,Premium Travel Benefits,3,tier3_high_value_loyal
545684,No Change Fees,1,tier_1_single_trip_high_cancel
545736,No Change Fees,2,tier_2_two_trip_high_cancel
545745,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
545748,Exclusive Discounts,2,tier_2_two_trip_default
545754,Exclusive Discounts,0,tier_0_never_booked
545755,Premium Travel Benefits,5,tier3_high_value_loyal
545758,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
545763,Exclusive Discounts,1,tier_1_single_trip_default
545770,Premium Travel Benefits,4,tier3_high_value_loyal
545771,Exclusive Discounts,2,tier_2_two_trip_default
545803,Premium Travel Benefits,3,tier3_high_value_loyal
545805,Free Checked Bags,4,tier3_near_exclusive_intl
545810,Exclusive Discounts,1,tier_1_single_trip_default
545848,Exclusive Discounts,1,tier_1_single_trip_default
545865,Premium Travel Benefits,4,tier3_high_value_loyal
545879,No Change Fees,2,tier_2_two_trip_high_cancel
545936,Exclusive Discounts,3,tier3_high_flight_discount
545939,Premium Travel Benefits,4,tier3_high_value_loyal
545958,Exclusive Discounts,1,tier_1_single_trip_default
545981,Premium Travel Benefits,5,tier3_high_value_loyal
546008,Premium Travel Benefits,4,tier3_high_value_loyal
546050,Exclusive Discounts,2,tier_2_two_trip_default
546061,Exclusive Discounts,4,tier3_high_flight_discount
546064,Premium Travel Benefits,5,tier3_high_value_loyal
546065,Premium Travel Benefits,3,tier3_high_value_loyal
546072,Premium Travel Benefits,4,tier3_high_value_loyal
546121,Exclusive Discounts,1,tier_1_single_trip_default
546127,Premium Travel Benefits,4,tier3_high_value_loyal
546130,Exclusive Discounts,2,tier_2_two_trip_default
546131,Exclusive Discounts,3,tier3_high_flight_discount
546161,Free Checked Bags,3,tier3_near_exclusive_intl
546164,No Change Fees,1,tier_1_single_trip_high_cancel
546190,Premium Travel Benefits,3,tier3_high_value_loyal
546224,Exclusive Discounts,2,tier_2_two_trip_default
546256,Premium Travel Benefits,5,tier3_high_value_loyal
546280,Exclusive Discounts,2,tier_2_two_trip_default
546282,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
546307,Premium Travel Benefits,4,tier3_high_value_loyal
546334,Exclusive Discounts,1,tier_1_single_trip_default
546395,Premium Travel Benefits,3,tier3_high_value_loyal
546399,Exclusive Discounts,1,tier_1_single_trip_default
546419,Free Hotel Meals,3,tier3_high_hotel_discount
546437,Premium Travel Benefits,5,tier3_high_value_loyal
546462,Exclusive Discounts,2,tier_2_two_trip_default
546470,Exclusive Discounts,1,tier_1_single_trip_default
546485,Premium Travel Benefits,4,tier3_high_value_loyal
546509,Premium Travel Benefits,3,tier3_high_value_loyal
546529,Premium Travel Benefits,3,tier3_high_value_loyal
546587,Premium Travel Benefits,4,tier3_high_value_loyal
546612,Exclusive Discounts,1,tier_1_single_trip_default
546648,Exclusive Discounts,4,tier3_high_flight_discount
546664,Exclusive Discounts,1,tier_1_single_trip_default
546671,Exclusive Discounts,1,tier_1_single_trip_default
546679,Premium Travel Benefits,4,tier3_high_value_loyal
546688,Exclusive Discounts,2,tier_2_two_trip_default
546702,Premium Travel Benefits,3,tier3_high_value_loyal
546728,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
546740,Exclusive Discounts,2,tier_2_two_trip_default
546756,Exclusive Discounts,2,tier_2_two_trip_default
546774,Premium Travel Benefits,3,tier3_high_value_loyal
546842,Exclusive Discounts,1,tier_1_single_trip_default
546844,Premium Travel Benefits,5,tier3_high_value_loyal
546847,Premium Travel Benefits,4,tier3_high_value_loyal
546857,Exclusive Discounts,1,tier_1_single_trip_default
546864,Exclusive Discounts,1,tier_1_single_trip_default
546867,Free Hotel Meals,3,tier3_high_hotel_discount
546881,Exclusive Discounts,2,tier_2_two_trip_default
546882,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
546884,Exclusive Discounts,1,tier_1_single_trip_default
546888,Exclusive Discounts,1,tier_1_single_trip_default
546900,Premium Travel Benefits,3,tier3_high_value_loyal
546937,Exclusive Discounts,0,tier_0_never_booked
546964,Exclusive Discounts,6,tier3_high_flight_discount
546972,Exclusive Discounts,3,tier3_high_flight_discount
547006,Exclusive Discounts,0,tier_0_never_booked
547007,Premium Travel Benefits,5,tier3_high_value_loyal
547037,Premium Travel Benefits,3,tier3_high_value_loyal
547070,Premium Travel Benefits,6,tier3_high_value_loyal
547100,No Change Fees,2,tier_2_two_trip_high_cancel
547130,Exclusive Discounts,1,tier_1_single_trip_default
547150,Exclusive Discounts,2,tier_2_two_trip_default
547164,Exclusive Discounts,1,tier_1_single_trip_default
547175,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
547180,Exclusive Discounts,2,tier_2_two_trip_default
547181,Premium Travel Benefits,3,tier3_high_value_loyal
547201,Exclusive Discounts,1,tier_1_single_trip_default
547266,Free Checked Bags,3,tier3_near_exclusive_intl
547301,Exclusive Discounts,2,tier_2_two_trip_default
547320,Exclusive Discounts,1,tier_1_single_trip_default
547325,Exclusive Discounts,2,tier_2_two_trip_default
547336,Exclusive Discounts,1,tier_1_single_trip_default
547342,Exclusive Discounts,1,tier_1_single_trip_default
547412,Exclusive Discounts,2,tier_2_two_trip_default
547453,Premium Travel Benefits,3,tier3_high_value_loyal
547458,Premium Travel Benefits,4,tier3_high_value_loyal
547459,Exclusive Discounts,4,tier3_high_flight_discount
547483,Exclusive Discounts,2,tier_2_two_trip_default
547512,Premium Travel Benefits,4,tier3_high_value_loyal
547555,Premium Travel Benefits,4,tier3_high_value_loyal
547559,Exclusive Discounts,6,tier3_high_flight_discount
547568,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
547594,Exclusive Discounts,0,tier_0_never_booked
547606,Premium Travel Benefits,3,tier3_high_value_loyal
547613,Premium Travel Benefits,4,tier3_high_value_loyal
547617,Premium Travel Benefits,3,tier3_high_value_loyal
547663,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
547664,Free Checked Bags,4,tier3_near_exclusive_intl
547693,Exclusive Discounts,0,tier_0_never_booked
547761,Exclusive Discounts,2,tier_2_two_trip_default
547776,Free Hotel Meals,3,tier3_high_hotel_discount
547779,Premium Travel Benefits,3,tier3_high_value_loyal
547792,Exclusive Discounts,5,tier3_high_flight_discount
547817,Premium Travel Benefits,3,tier3_high_value_loyal
547823,Premium Travel Benefits,5,tier3_high_value_loyal
547825,Exclusive Discounts,2,tier_2_two_trip_default
547834,Exclusive Discounts,0,tier_0_never_booked
547836,Premium Travel Benefits,3,tier3_high_value_loyal
547857,Exclusive Discounts,1,tier_1_single_trip_default
547862,Premium Travel Benefits,4,tier3_high_value_loyal
547878,No Change Fees,2,tier_2_two_trip_high_cancel
547911,Exclusive Discounts,2,tier_2_two_trip_default
547938,Exclusive Discounts,1,tier_1_single_trip_default
547951,Premium Travel Benefits,4,tier3_high_value_loyal
547966,Exclusive Discounts,2,tier_2_two_trip_default
547997,Exclusive Discounts,1,tier_1_single_trip_default
548006,Exclusive Discounts,2,tier_2_two_trip_default
548022,Premium Travel Benefits,4,tier3_high_value_loyal
548032,Premium Travel Benefits,3,tier3_high_value_loyal
548037,Exclusive Discounts,2,tier_2_two_trip_default
548040,Premium Travel Benefits,3,tier3_high_value_loyal
548093,Exclusive Discounts,1,tier_1_single_trip_default
548109,Premium Travel Benefits,5,tier3_high_value_loyal
548113,Premium Travel Benefits,4,tier3_high_value_loyal
548120,Free Hotel Meals,3,tier3_high_hotel_discount
548123,Exclusive Discounts,0,tier_0_never_booked
548185,Exclusive Discounts,2,tier_2_two_trip_default
548189,Free Checked Bags,3,tier3_near_exclusive_intl
548190,Premium Travel Benefits,3,tier3_high_value_loyal
548193,No Change Fees,1,tier_1_single_trip_high_cancel
548222,Premium Travel Benefits,4,tier3_high_value_loyal
548228,Exclusive Discounts,1,tier_1_single_trip_default
548230,Free Checked Bags,3,tier3_near_exclusive_intl
548256,Premium Travel Benefits,4,tier3_high_value_loyal
548258,Premium Travel Benefits,6,tier3_high_value_loyal
548272,Premium Travel Benefits,3,tier3_high_value_loyal
548307,Exclusive Discounts,2,tier_2_two_trip_default
548310,Exclusive Discounts,1,tier_1_single_trip_default
548391,Exclusive Discounts,1,tier_1_single_trip_default
548408,Premium Travel Benefits,5,tier3_high_value_loyal
548422,Premium Travel Benefits,4,tier3_high_value_loyal
548434,Premium Travel Benefits,3,tier3_high_value_loyal
548448,Free Checked Bags,3,tier3_near_exclusive_intl
548474,Premium Travel Benefits,3,tier3_high_value_loyal
548488,Premium Travel Benefits,3,tier3_high_value_loyal
548490,Exclusive Discounts,2,tier_2_two_trip_default
548504,Premium Travel Benefits,7,tier3_high_value_loyal
548560,Exclusive Discounts,1,tier_1_single_trip_default
548568,Premium Travel Benefits,4,tier3_high_value_loyal
548587,Exclusive Discounts,2,tier_2_two_trip_default
548635,Premium Travel Benefits,4,tier3_high_value_loyal
548651,Premium Travel Benefits,5,tier3_high_value_loyal
548653,Premium Travel Benefits,5,tier3_high_value_loyal
548672,Premium Travel Benefits,4,tier3_high_value_loyal
548708,Premium Travel Benefits,3,tier3_high_value_loyal
548743,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
548853,Exclusive Discounts,3,tier3_high_flight_discount
548859,Premium Travel Benefits,3,tier3_high_value_loyal
548872,Exclusive Discounts,1,tier_1_single_trip_default
548961,Exclusive Discounts,3,tier3_high_flight_discount
548967,Free Checked Bags,6,tier3_near_exclusive_intl
548978,Free Checked Bags,4,tier3_near_exclusive_intl
548988,Free Hotel Meals,4,tier3_high_hotel_discount
548990,Exclusive Discounts,2,tier_2_two_trip_default
549058,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
549115,Exclusive Discounts,1,tier_1_single_trip_default
549116,Premium Travel Benefits,3,tier3_high_value_loyal
549121,No Change Fees,1,tier_1_single_trip_high_cancel
549141,Exclusive Discounts,2,tier_2_two_trip_default
549152,Free Checked Bags,3,tier3_near_exclusive_intl
549154,Free Checked Bags,5,tier3_near_exclusive_intl
549190,Exclusive Discounts,1,tier_1_single_trip_default
549202,Free Checked Bags,5,tier3_near_exclusive_intl
549235,Exclusive Discounts,2,tier_2_two_trip_default
549251,Exclusive Discounts,2,tier_2_two_trip_default
549274,Exclusive Discounts,1,tier_1_single_trip_default
549281,Premium Travel Benefits,5,tier3_high_value_loyal
549290,Exclusive Discounts,1,tier_1_single_trip_default
549292,Free Checked Bags,3,tier3_near_exclusive_intl
549293,Exclusive Discounts,0,tier_0_never_booked
549303,Premium Travel Benefits,3,tier3_high_value_loyal
549313,Exclusive Discounts,2,tier_2_two_trip_default
549320,Exclusive Discounts,2,tier_2_two_trip_default
549357,Exclusive Discounts,2,tier_2_two_trip_default
549359,Premium Travel Benefits,3,tier3_high_value_loyal
549361,Exclusive Discounts,4,tier3_high_flight_discount
549366,Exclusive Discounts,0,tier_0_never_booked
549367,Premium Travel Benefits,4,tier3_high_value_loyal
549377,No Change Fees,3,tier3_high_cancel_spend
549389,Exclusive Discounts,2,tier_2_two_trip_default
549390,Premium Travel Benefits,3,tier3_high_value_loyal
549450,Exclusive Discounts,0,tier_0_never_booked
549466,Premium Travel Benefits,3,tier3_high_value_loyal
549472,Exclusive Discounts,1,tier_1_single_trip_default
549482,Premium Travel Benefits,5,tier3_high_value_loyal
549515,Exclusive Discounts,5,tier3_high_flight_discount
549569,Free Hotel Meals,3,tier3_high_hotel_discount
549572,Premium Travel Benefits,4,tier3_high_value_loyal
549579,Exclusive Discounts,1,tier_1_single_trip_default
549580,Premium Travel Benefits,6,tier3_high_value_loyal
549584,Exclusive Discounts,2,tier_2_two_trip_default
549608,Exclusive Discounts,0,tier_0_never_booked
549611,Premium Travel Benefits,6,tier3_high_value_loyal
549623,Premium Travel Benefits,4,tier3_high_value_loyal
549631,Premium Travel Benefits,4,tier3_high_value_loyal
549710,Premium Travel Benefits,5,tier3_high_value_loyal
549714,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
549733,Exclusive Discounts,2,tier_2_two_trip_default
549746,Premium Travel Benefits,6,tier3_high_value_loyal
549759,Exclusive Discounts,0,tier_0_never_booked
549764,Exclusive Discounts,3,tier3_high_flight_discount
549777,Exclusive Discounts,1,tier_1_single_trip_default
549797,Exclusive Discounts,5,tier3_high_flight_discount
549800,Exclusive Discounts,2,tier_2_two_trip_default
549850,Premium Travel Benefits,4,tier3_high_value_loyal
549894,Exclusive Discounts,1,tier_1_single_trip_default
549938,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
549988,Exclusive Discounts,1,tier_1_single_trip_default
549992,Exclusive Discounts,2,tier_2_two_trip_default
550017,Premium Travel Benefits,5,tier3_high_value_loyal
550019,Free Hotel Meals,4,tier3_high_hotel_discount
550022,Exclusive Discounts,0,tier_0_never_booked
550028,Exclusive Discounts,1,tier_1_single_trip_default
550068,Premium Travel Benefits,4,tier3_high_value_loyal
550071,Premium Travel Benefits,5,tier3_high_value_loyal
550077,Exclusive Discounts,2,tier_2_two_trip_default
550105,Exclusive Discounts,2,tier_2_two_trip_default
550110,Exclusive Discounts,2,tier_2_two_trip_default
550134,Exclusive Discounts,2,tier_2_two_trip_default
550193,Exclusive Discounts,1,tier_1_single_trip_default
550200,Exclusive Discounts,2,tier_2_two_trip_default
550202,Free Checked Bags,5,tier3_near_exclusive_intl
550221,Premium Travel Benefits,3,tier3_high_value_loyal
550222,Premium Travel Benefits,3,tier3_high_value_loyal
550229,Free Checked Bags,3,tier3_near_exclusive_intl
550233,Premium Travel Benefits,4,tier3_high_value_loyal
550298,Exclusive Discounts,1,tier_1_single_trip_default
550300,Premium Travel Benefits,4,tier3_high_value_loyal
550317,Free Checked Bags,3,tier3_near_exclusive_intl
550400,No Change Fees,1,tier_1_single_trip_high_cancel
550421,Exclusive Discounts,1,tier_1_single_trip_default
550426,Exclusive Discounts,4,tier3_high_flight_discount
550442,Exclusive Discounts,2,tier_2_two_trip_default
550455,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
550459,Premium Travel Benefits,4,tier3_high_value_loyal
550460,Premium Travel Benefits,4,tier3_high_value_loyal
550482,Exclusive Discounts,0,tier_0_never_booked
550506,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
550514,Exclusive Discounts,1,tier_1_single_trip_default
550572,Premium Travel Benefits,3,tier3_high_value_loyal
550579,Premium Travel Benefits,5,tier3_high_value_loyal
550599,Exclusive Discounts,2,tier_2_two_trip_default
550627,Exclusive Discounts,1,tier_1_single_trip_default
550703,Exclusive Discounts,2,tier_2_two_trip_default
550711,Exclusive Discounts,1,tier_1_single_trip_default
550752,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
550754,Premium Travel Benefits,3,tier3_high_value_loyal
550796,Exclusive Discounts,4,tier3_high_flight_discount
550804,Exclusive Discounts,1,tier_1_single_trip_default
550805,Premium Travel Benefits,6,tier3_high_value_loyal
550830,Exclusive Discounts,0,tier_0_never_booked
550868,Exclusive Discounts,1,tier_1_single_trip_default
550871,Premium Travel Benefits,3,tier3_high_value_loyal
550887,Exclusive Discounts,2,tier_2_two_trip_default
550904,Premium Travel Benefits,5,tier3_high_value_loyal
550973,Premium Travel Benefits,4,tier3_high_value_loyal
550985,Exclusive Discounts,2,tier_2_two_trip_default
551023,Premium Travel Benefits,3,tier3_high_value_loyal
551032,Premium Travel Benefits,3,tier3_high_value_loyal
551042,Premium Travel Benefits,5,tier3_high_value_loyal
551051,Exclusive Discounts,1,tier_1_single_trip_default
551088,Premium Travel Benefits,5,tier3_high_value_loyal
551116,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
551166,Exclusive Discounts,2,tier_2_two_trip_default
551210,Exclusive Discounts,0,tier_0_never_booked
551211,Exclusive Discounts,0,tier_0_never_booked
551217,Premium Travel Benefits,4,tier3_high_value_loyal
551237,Exclusive Discounts,2,tier_2_two_trip_default
551241,Premium Travel Benefits,3,tier3_high_value_loyal
551245,Exclusive Discounts,0,tier_0_never_booked
551278,Exclusive Discounts,2,tier_2_two_trip_default
551282,Premium Travel Benefits,4,tier3_high_value_loyal
551331,Free Checked Bags,3,tier3_near_exclusive_intl
551340,Exclusive Discounts,2,tier_2_two_trip_default
551359,Premium Travel Benefits,5,tier3_high_value_loyal
551430,Exclusive Discounts,2,tier_2_two_trip_default
551431,Exclusive Discounts,0,tier_0_never_booked
551448,Free Hotel Meals,3,tier3_high_hotel_discount
551468,Premium Travel Benefits,4,tier3_high_value_loyal
551473,Exclusive Discounts,1,tier_1_single_trip_default
551486,Exclusive Discounts,1,tier_1_single_trip_default
551488,Exclusive Discounts,2,tier_2_two_trip_default
551501,Exclusive Discounts,0,tier_0_never_booked
551549,Premium Travel Benefits,3,tier3_high_value_loyal
551560,Exclusive Discounts,1,tier_1_single_trip_default
551567,Premium Travel Benefits,6,tier3_high_value_loyal
551576,Exclusive Discounts,1,tier_1_single_trip_default
551600,Exclusive Discounts,1,tier_1_single_trip_default
551615,Exclusive Discounts,2,tier_2_two_trip_default
551620,Premium Travel Benefits,3,tier3_high_value_loyal
551622,Exclusive Discounts,0,tier_0_never_booked
551627,Exclusive Discounts,2,tier_2_two_trip_default
551662,Exclusive Discounts,1,tier_1_single_trip_default
551665,Premium Travel Benefits,4,tier3_high_value_loyal
551671,Exclusive Discounts,0,tier_0_never_booked
551681,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
551685,Exclusive Discounts,1,tier_1_single_trip_default
551718,Premium Travel Benefits,3,tier3_high_value_loyal
551729,Exclusive Discounts,1,tier_1_single_trip_default
551804,Exclusive Discounts,5,tier3_high_flight_discount
551834,Premium Travel Benefits,3,tier3_high_value_loyal
551847,Exclusive Discounts,2,tier_2_two_trip_default
551890,Free Checked Bags,4,tier3_near_exclusive_intl
551908,Exclusive Discounts,0,tier_0_never_booked
551914,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
551935,Exclusive Discounts,1,tier_1_single_trip_default
551963,Free Hotel Meals,4,tier3_high_hotel_discount
551967,Free Checked Bags,3,tier3_near_exclusive_intl
551978,Exclusive Discounts,2,tier_2_two_trip_default
551990,Premium Travel Benefits,3,tier3_high_value_loyal
552036,Exclusive Discounts,1,tier_1_single_trip_default
552088,Exclusive Discounts,3,tier3_high_flight_discount
552165,Exclusive Discounts,0,tier_0_never_booked
552172,No Change Fees,3,tier3_high_cancel_spend
552192,Premium Travel Benefits,5,tier3_high_value_loyal
552209,Exclusive Discounts,1,tier_1_single_trip_default
552302,Exclusive Discounts,0,tier_0_never_booked
552303,Premium Travel Benefits,4,tier3_high_value_loyal
552313,Premium Travel Benefits,6,tier3_high_value_loyal
552314,Premium Travel Benefits,4,tier3_high_value_loyal
552345,Premium Travel Benefits,3,tier3_high_value_loyal
552348,Premium Travel Benefits,4,tier3_high_value_loyal
552363,Free Hotel Meals,3,tier3_high_hotel_discount
552364,Exclusive Discounts,1,tier_1_single_trip_default
552366,Premium Travel Benefits,4,tier3_high_value_loyal
552372,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
552384,Premium Travel Benefits,3,tier3_high_value_loyal
552414,Free Hotel Meals,4,tier3_high_hotel_discount
552432,Premium Travel Benefits,4,tier3_high_value_loyal
552440,Exclusive Discounts,2,tier_2_two_trip_default
552473,Free Checked Bags,3,tier3_near_exclusive_intl
552487,Exclusive Discounts,2,tier_2_two_trip_default
552506,Exclusive Discounts,1,tier_1_single_trip_default
552532,Exclusive Discounts,2,tier_2_two_trip_default
552535,Premium Travel Benefits,4,tier3_high_value_loyal
552558,Premium Travel Benefits,4,tier3_high_value_loyal
552573,Exclusive Discounts,2,tier_2_two_trip_default
552597,Free Hotel Meals,3,tier3_high_hotel_discount
552598,Premium Travel Benefits,3,tier3_high_value_loyal
552613,Exclusive Discounts,4,tier3_high_flight_discount
552623,Exclusive Discounts,1,tier_1_single_trip_default
552642,Premium Travel Benefits,3,tier3_high_value_loyal
552643,Premium Travel Benefits,3,tier3_high_value_loyal
552649,Exclusive Discounts,2,tier_2_two_trip_default
552653,No Change Fees,1,tier_1_single_trip_high_cancel
552661,Premium Travel Benefits,3,tier3_high_value_loyal
552726,Exclusive Discounts,1,tier_1_single_trip_default
552732,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
552734,Premium Travel Benefits,4,tier3_high_value_loyal
552760,Premium Travel Benefits,3,tier3_high_value_loyal
552763,Premium Travel Benefits,3,tier3_high_value_loyal
552775,Free Checked Bags,3,tier3_near_exclusive_intl
552809,Premium Travel Benefits,4,tier3_high_value_loyal
552861,No Change Fees,1,tier_1_single_trip_high_cancel
552904,Free Hotel Meals,4,tier3_high_hotel_discount
552929,Premium Travel Benefits,4,tier3_high_value_loyal
552944,Premium Travel Benefits,3,tier3_high_value_loyal
552945,Premium Travel Benefits,5,tier3_high_value_loyal
553017,Premium Travel Benefits,5,tier3_high_value_loyal
553054,Exclusive Discounts,0,tier_0_never_booked
553139,Exclusive Discounts,4,tier3_high_flight_discount
553151,Premium Travel Benefits,4,tier3_high_value_loyal
553208,Exclusive Discounts,1,tier_1_single_trip_default
553219,Premium Travel Benefits,5,tier3_high_value_loyal
553220,Exclusive Discounts,3,tier3_high_flight_discount
553231,Premium Travel Benefits,3,tier3_high_value_loyal
553245,Exclusive Discounts,1,tier_1_single_trip_default
553339,Premium Travel Benefits,4,tier3_high_value_loyal
553361,Free Hotel Meals,4,tier3_high_hotel_discount
553456,Premium Travel Benefits,3,tier3_high_value_loyal
553533,Exclusive Discounts,1,tier_1_single_trip_default
553559,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
553568,Premium Travel Benefits,4,tier3_high_value_loyal
553607,Premium Travel Benefits,3,tier3_high_value_loyal
553631,Exclusive Discounts,0,tier_0_never_booked
553633,Exclusive Discounts,0,tier_0_never_booked
553645,Premium Travel Benefits,4,tier3_high_value_loyal
553664,Exclusive Discounts,2,tier_2_two_trip_default
553690,Exclusive Discounts,0,tier_0_never_booked
553704,Exclusive Discounts,2,tier_2_two_trip_default
553743,Exclusive Discounts,1,tier_1_single_trip_default
553751,Premium Travel Benefits,3,tier3_high_value_loyal
553754,Premium Travel Benefits,3,tier3_high_value_loyal
553773,Premium Travel Benefits,3,tier3_high_value_loyal
553783,Exclusive Discounts,1,tier_1_single_trip_default
553791,Premium Travel Benefits,3,tier3_high_value_loyal
553805,Exclusive Discounts,2,tier_2_two_trip_default
553876,Exclusive Discounts,3,tier3_high_flight_discount
553901,Exclusive Discounts,3,tier3_high_flight_discount
553904,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
553938,No Change Fees,2,tier_2_two_trip_high_cancel
553943,Premium Travel Benefits,4,tier3_high_value_loyal
553955,Premium Travel Benefits,6,tier3_high_value_loyal
553967,Exclusive Discounts,2,tier_2_two_trip_default
553984,Exclusive Discounts,1,tier_1_single_trip_default
553985,Exclusive Discounts,2,tier_2_two_trip_default
554026,Premium Travel Benefits,4,tier3_high_value_loyal
554079,Premium Travel Benefits,5,tier3_high_value_loyal
554141,Premium Travel Benefits,4,tier3_high_value_loyal
554155,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
554163,Premium Travel Benefits,6,tier3_high_value_loyal
554175,Premium Travel Benefits,3,tier3_high_value_loyal
554202,Exclusive Discounts,2,tier_2_two_trip_default
554213,Exclusive Discounts,2,tier_2_two_trip_default
554217,Exclusive Discounts,2,tier_2_two_trip_default
554269,Premium Travel Benefits,3,tier3_high_value_loyal
554284,Exclusive Discounts,2,tier_2_two_trip_default
554289,Exclusive Discounts,1,tier_1_single_trip_default
554299,Exclusive Discounts,0,tier_0_never_booked
554357,Exclusive Discounts,0,tier_0_never_booked
554413,Premium Travel Benefits,4,tier3_high_value_loyal
554444,Premium Travel Benefits,3,tier3_high_value_loyal
554450,Exclusive Discounts,0,tier_0_never_booked
554507,Premium Travel Benefits,3,tier3_high_value_loyal
554532,Free Checked Bags,3,tier3_near_exclusive_intl
554560,Exclusive Discounts,1,tier_1_single_trip_default
554609,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
554632,Exclusive Discounts,1,tier_1_single_trip_default
554670,Exclusive Discounts,2,tier_2_two_trip_default
554681,Exclusive Discounts,1,tier_1_single_trip_default
554724,Exclusive Discounts,1,tier_1_single_trip_default
554753,Premium Travel Benefits,4,tier3_high_value_loyal
554801,Free Checked Bags,3,tier3_near_exclusive_intl
554853,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
554866,Exclusive Discounts,0,tier_0_never_booked
554885,Premium Travel Benefits,5,tier3_high_value_loyal
554922,Exclusive Discounts,1,tier_1_single_trip_default
554939,Exclusive Discounts,0,tier_0_never_booked
554949,Exclusive Discounts,0,tier_0_never_booked
554956,Premium Travel Benefits,5,tier3_high_value_loyal
554961,Premium Travel Benefits,4,tier3_high_value_loyal
555030,Exclusive Discounts,0,tier_0_never_booked
555058,Exclusive Discounts,2,tier_2_two_trip_default
555075,Exclusive Discounts,0,tier_0_never_booked
555083,Exclusive Discounts,2,tier_2_two_trip_default
555108,Premium Travel Benefits,3,tier3_high_value_loyal
555135,Free Hotel Meals,6,tier3_high_hotel_discount
555147,Exclusive Discounts,1,tier_1_single_trip_default
555151,Premium Travel Benefits,6,tier3_high_value_loyal
555180,Exclusive Discounts,2,tier_2_two_trip_default
555186,Premium Travel Benefits,4,tier3_high_value_loyal
555187,Exclusive Discounts,0,tier_0_never_booked
555191,Exclusive Discounts,2,tier_2_two_trip_default
555193,Exclusive Discounts,2,tier_2_two_trip_default
555203,Exclusive Discounts,2,tier_2_two_trip_default
555206,Premium Travel Benefits,5,tier3_high_value_loyal
555250,Exclusive Discounts,1,tier_1_single_trip_default
555257,Premium Travel Benefits,3,tier3_high_value_loyal
555275,Exclusive Discounts,2,tier_2_two_trip_default
555277,Exclusive Discounts,1,tier_1_single_trip_default
555299,Exclusive Discounts,1,tier_1_single_trip_default
555301,Premium Travel Benefits,4,tier3_high_value_loyal
555310,Premium Travel Benefits,5,tier3_high_value_loyal
555326,Exclusive Discounts,2,tier_2_two_trip_default
555334,Exclusive Discounts,1,tier_1_single_trip_default
555418,Exclusive Discounts,0,tier_0_never_booked
555428,Premium Travel Benefits,3,tier3_high_value_loyal
555478,Premium Travel Benefits,3,tier3_high_value_loyal
555484,Premium Travel Benefits,5,tier3_high_value_loyal
555492,Exclusive Discounts,2,tier_2_two_trip_default
555499,Free Checked Bags,4,tier3_near_exclusive_intl
555521,Exclusive Discounts,2,tier_2_two_trip_default
555563,Premium Travel Benefits,4,tier3_high_value_loyal
555587,Premium Travel Benefits,4,tier3_high_value_loyal
555600,Exclusive Discounts,2,tier_2_two_trip_default
555648,Premium Travel Benefits,5,tier3_high_value_loyal
555656,Exclusive Discounts,0,tier_0_never_booked
555698,No Change Fees,2,tier_2_two_trip_high_cancel
555710,Free Checked Bags,3,tier3_near_exclusive_intl
555712,Exclusive Discounts,0,tier_0_never_booked
555751,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
555770,Exclusive Discounts,4,tier3_high_flight_discount
